United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offense Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"by Agency, 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State,Agency Type,Agency Name,Population1,"Total
Offenses","Crimes
Against
Persons","Crimes
Against
Property","Crimes
Against
Society",Crimes Against Persons,,,,,,,,,,,,,,,,,Crimes Against Property,,,,,,,,,,,,,,,,,,,,,,,,,Crimes Against Society,,,,,,,,,,,,
,,Gardner,"20,474","1,528",457,998,73,417,73,285,59,,,,,4,13,7,3,1,2,23,,23,1,,143,24,346,1,,74,43,10,21,,,378,8,,94,56,,,,220,14,8,9,64,64,,,,,,,1,,,,8
,,Gill,"1,518",62,16,42,4,16,,9,7,,,,,,,,,,,,,,,,10,,16,,,4,2,,2,,,11,,,,3,,,,8,,,1,4,4,,,,,,,,,,,
,,Gloucester,"29,272",865,261,575,29,249,23,69,157,,,,,,11,4,,,7,1,,1,,,40,,134,,,25,1,19,3,,2,372,,1,27,171,,94,5,74,4,,,29,29,,,,,,,,,,,
,,Goshen,"1,062",5,0,5,0,,,,,,,,,,,,,,,,,,,,3,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,
,,Grafton,"17,986",309,59,226,24,54,20,26,8,,,,,,1,1,,,,4,,4,2,,40,3,64,3,,27,17,6,4,,,71,,,3,12,,1,,55,9,1,6,18,18,,,,,,,1,,,,5
,,Granby,"6,282",233,41,179,13,37,6,26,5,,,,,,1,1,,,,3,,3,1,,23,2,32,1,,29,10,6,13,,,81,,,6,24,,17,1,33,6,,4,9,9,,,,,,,1,,,,3
,,Greenfield,"17,667","1,274",324,897,53,304,84,178,42,1,1,,,2,17,8,2,,7,,,,4,,232,18,205,,,27,1,26,,,,356,,,53,11,,20,,272,15,22,18,38,38,,,,,,,2,1,1,,12
,,Groton,"10,851",230,23,186,21,21,6,10,5,,,,,,2,,,,2,,,,,,46,4,59,,,12,3,6,2,,1,59,,,4,8,,13,,34,4,1,1,19,18,1,,,,,,1,,,,1
,,Groveland,"6,567",83,15,66,2,15,2,13,,,,,,,,,,,,,,,,,2,,15,,,5,,5,,,,40,,,,9,,15,1,15,3,,1,1,1,,,,,,,,,,,1
,,Hadley,"5,288",458,61,385,12,54,10,26,18,1,,1,,1,4,,3,,1,1,,1,,,26,6,68,1,,32,17,5,10,,,231,1,4,96,11,,24,1,94,4,4,13,8,8,,,,,,,2,,,,2
,,Halifax,"7,627",219,53,156,10,50,15,31,4,,,,,,3,2,1,,,,,,1,,22,4,46,,1,19,11,1,7,,,52,,1,9,14,,5,,23,7,2,2,9,9,,,,,,,1,,,,
,,Hamilton,"7,896",161,45,101,15,41,4,27,10,,,,,1,1,,,,1,2,1,1,,,11,1,24,1,,15,6,2,7,,,41,,,1,8,,8,,24,4,1,3,12,12,,,,,,,,1,1,,2
,,Hampden,"5,188",104,15,80,9,15,5,4,6,,,,,,,,,,,,,,,,15,2,30,,,5,3,,2,,,26,,,,9,,4,,13,,,2,6,6,,,,,,,1,,,,2
,,Hanover,"14,078",477,22,438,17,20,2,6,12,1,,1,,,1,,,,1,,,,,,36,3,106,,,44,3,32,5,,4,237,,5,111,18,1,24,5,73,2,1,9,17,17,,,,,,,,,,,
,,Hanson,"10,357",291,66,204,21,60,25,29,6,,,,,,4,3,,,1,2,,2,,,33,1,71,1,,3,2,1,,,,85,,,3,11,,12,,59,7,1,2,17,17,,,,,,,,,,,4
,,Hardwick,"3,027",178,68,98,12,63,11,39,13,,,,,,,,,,,5,,5,,,8,,30,,,6,3,,3,,,47,,,,10,,3,,34,4,,3,11,11,,,,,,,,,,,1
,,Harvard,"6,595",165,10,143,12,7,2,4,1,,,,,,3,1,,,2,,,,,,32,1,45,,,16,4,7,2,,3,48,,,,21,,14,,13,,,1,12,8,4,,,,,,,,,,
,,Harwich,"12,345",508,96,390,22,83,24,52,7,,,,,,9,4,,,5,4,,4,1,,121,7,87,2,,29,15,8,5,,1,135,3,4,6,19,,3,,100,5,,3,16,15,1,,,,,,1,,,,5
,,Haverhill,"61,897","4,290","1,410","2,670",210,"1,384",356,735,293,2,2,,,5,13,13,,,,6,,6,8,,400,88,785,1,2,150,114,32,4,,,"1,051",13,,122,11,,241,1,663,132,53,,160,160,,,,,,,2,13,13,,35
,,Hingham,"22,475",702,92,577,33,89,14,57,18,,,,,2,1,1,,,,,,,1,,89,15,127,,,45,17,16,12,,,279,5,,103,24,,2,2,143,11,3,7,30,30,,,,,,,1,,,,2
,,Holden,"17,562",324,86,196,42,80,4,57,19,,,,,,5,3,1,,1,1,,1,1,,20,3,55,,1,27,15,3,9,,,78,,,3,23,,5,1,46,3,1,7,38,37,1,,,,,,,2,2,,2
,,Holliston,"13,811",209,40,158,11,40,8,27,5,,,,,,,,,,,,,,,,23,4,32,1,,7,2,3,2,,,84,,,,13,,20,,51,6,,1,10,10,,,,,,,,,,,1
,,Holyoke,"40,260","6,281","1,543","4,110",628,"1,494",262,854,378,,,,,15,34,34,,,,,,,16,,459,45,"1,095",,4,60,2,58,,,,"2,167",,2,626,13,,285,24,"1,217",112,87,65,560,560,,5,,5,,,1,7,7,,55
,,Hopedale,"5,985",218,55,114,49,54,17,20,17,,,,,1,,,,,,,,,2,,10,7,30,,,17,11,2,4,,,41,2,,,22,,1,,16,6,,1,44,44,,,,,,,,,,,5
,,Hopkinton,"15,214",184,39,135,10,36,1,35,,,,,,1,2,,,,2,,,,,,,1,36,1,,,,,,,,92,,,4,8,,21,1,58,2,1,2,10,10,,,,,,,,,,,
,,Hubbardston,"4,436",171,51,104,16,42,8,24,10,,,,,1,3,3,,,,5,3,2,,,20,1,35,,,9,3,4,2,,,33,,,,6,,2,,25,3,,3,10,9,1,,,,,,1,,,,5
,,Hudson,"19,435",572,205,356,11,204,8,21,175,,,,,,1,,1,,,,,,,,19,10,91,,,17,7,10,,,,205,,,23,,,45,2,135,11,,3,11,10,1,,,,,,,,,,
,,Hull,"10,441",372,126,232,14,122,32,71,19,,,,,2,2,2,,,,,,,,,35,3,70,,,26,11,8,7,,,84,5,,7,20,,4,1,47,6,,8,13,12,1,,,,,,,,,,1
,,Ipswich,"13,397",260,27,224,9,23,2,21,,,,,,,4,2,1,,1,,,,,,27,,84,,,32,,11,19,,2,77,,4,,10,,2,1,60,3,1,,4,2,2,,,,,,3,,,,2
,,Kingston,"12,809",640,121,482,37,109,11,68,30,,,,,1,4,3,1,,,7,,7,3,,57,3,108,2,,54,39,7,8,,,216,,,24,25,,35,1,131,7,4,28,33,33,,,,,,,,,,,4
,,Lakeville,"10,754",329,31,277,21,30,10,20,,,,,,,1,1,,,,,,,1,,71,,47,,,3,,3,,,,146,,,2,,,56,10,78,6,1,2,20,20,,,,,,,,,,,1
,,Lancaster,"8,148",194,25,146,23,21,8,5,8,,,,,,,,,,,4,,4,1,,34,1,35,2,,17,13,2,2,,,52,,,1,10,,8,1,32,2,1,1,19,19,,,,,,,,,,,4
,,Lee,"5,960",287,56,211,20,47,10,23,14,,,,,,7,5,2,,,2,,2,1,,39,5,52,1,,7,6,1,,,,96,5,,12,16,,5,,58,2,1,7,15,15,,,,,,,,3,2,1,2
,,Leicester,"11,106",437,64,326,47,56,13,29,14,,,,,,5,4,,,1,3,1,2,1,,42,5,86,1,,34,14,3,16,,1,137,9,,21,23,,7,,77,10,1,9,39,39,,,,,,,3,,,,5
,,Lenox,"5,039",194,29,158,7,25,5,13,7,,,,,,4,,3,,1,,,,1,,31,2,27,1,,9,4,2,3,,,81,,2,18,13,,6,,42,2,,4,7,7,,,,,,,,,,,
,,Leominster,"41,262","3,285",875,"2,305",105,836,218,435,183,,,,,3,18,14,3,,1,18,,18,8,,269,54,546,7,1,181,100,40,41,,,"1,107",11,5,296,104,4,175,9,503,53,45,34,85,84,1,,,,,,4,,,,16
,,Lexington,"32,000",402,22,362,18,22,13,,9,,,,,,,,,,,,,,,,36,,101,,,15,3,10,1,,1,210,,,6,41,,51,4,108,,,,12,9,3,,,,,,,5,5,,1
,,Lincoln,"6,487",99,21,73,5,21,8,13,,,,,,,,,,,,,,,,,17,1,16,,,11,,8,,,3,28,,,,6,,2,,20,,,,3,3,,,,,,,,,,,2
,,Littleton,"9,097",261,42,201,18,39,10,18,11,,,,,,,,,,,3,,3,1,,36,4,47,,,25,16,7,2,,,76,,1,6,18,,1,,50,5,1,6,10,10,,,,,,,3,,,,5
,,Longmeadow,"15,936",409,46,353,10,44,4,23,17,,,,,,1,1,,,,1,,1,1,,26,12,64,1,,50,18,9,23,,,184,1,,13,41,,51,,78,5,6,4,8,8,,,,,,,,,,,2
,,Lowell,"108,539","8,411","2,654","5,156",601,"2,543",375,"1,723",445,,,,,11,97,38,6,7,46,3,,3,27,,839,84,"1,258",16,7,352,92,141,118,,1,"2,015",,10,269,91,1,783,211,650,301,175,82,342,336,6,1,,1,,,4,89,24,65,165
,,Ludlow,"21,304",791,140,619,32,129,14,84,31,,,,,1,8,2,6,,,2,1,1,3,,115,13,125,5,,50,26,8,16,,,272,,5,21,45,,42,,159,14,12,10,27,27,,,,,,,,,,,5
,,Lunenburg,"10,212",455,87,336,32,77,25,38,14,,,,,3,6,2,2,,2,1,,1,,,52,5,65,1,,25,11,8,6,,,170,2,2,59,24,,18,,65,9,1,8,28,28,,,,,,,1,,,,3
,,Lynn,"91,846","6,353","1,783","4,147",423,"1,640",543,"1,016",81,5,2,3,,27,105,49,3,1,52,6,,6,8,,613,80,"1,046",1,2,274,178,70,25,1,,"1,674",35,,120,59,,506,30,924,278,171,,257,257,,,,,,,2,84,80,4,80
,,Lynnfield,"11,791",291,66,218,7,61,6,43,12,,,,,1,,,,,,4,3,1,1,,30,2,71,,,22,11,8,3,,,76,1,1,,11,,21,,42,6,1,9,5,5,,,,,,,,,,,2
,,Malden,"60,605","2,712",824,"1,808",80,801,190,415,196,1,1,,,3,19,19,,,,,,,7,,285,42,383,,,76,75,1,,,,812,17,1,168,21,,197,4,404,128,75,,58,58,,,,,,,,5,5,,17
,,Manchester-by-the-Sea,"5,222",58,7,49,2,7,4,1,2,,,,,,,,,,,,,,,,2,,16,,,7,1,4,,,2,24,,,1,2,,11,1,9,,,,2,2,,,,,,,,,,,
,,Marblehead,"20,142",572,105,428,39,99,23,53,23,,,,,,4,2,,,2,2,,2,1,,43,4,122,2,,32,19,13,,,,208,,,4,26,,67,,111,9,2,5,32,32,,,,,,,1,1,1,,5
,,Marion,"4,976",243,71,157,15,68,5,27,36,,,,,,2,1,,,1,1,,1,,,21,4,56,2,,23,12,3,8,,,47,,,2,15,,3,,27,2,,2,14,13,1,,,,,,1,,,,
,,Marlborough,"39,241","1,906",595,"1,248",63,539,100,304,135,,,,,4,46,13,7,,26,6,,6,4,,114,40,286,5,3,143,68,37,38,,,579,1,3,53,34,,100,,388,41,6,27,46,46,,,,,,,3,,,,14
,,Marshfield,"25,496",777,178,556,43,167,33,110,24,,,,,,10,4,5,,1,1,,1,,,56,5,163,2,,42,21,9,12,,,267,1,,21,39,,58,,148,15,1,5,33,33,,,,,,,1,,,,9
,,Mashpee,"14,123",757,182,512,63,171,36,92,43,,,,,,5,4,1,,,6,1,5,3,,60,9,132,1,,38,28,8,2,,,245,1,1,29,43,,28,,143,8,7,9,55,55,,,,,,,,,,,8
,,Mattapoisett,"6,133",232,30,179,23,29,5,13,11,,,,,,1,1,,,,,,,,,32,7,45,,,8,4,4,,,,81,,,,17,,9,,55,2,1,3,21,21,,,,,,,,,,,2
,,Maynard,"10,303",384,102,246,36,93,20,45,28,,,,,1,4,3,1,,,4,,4,,,13,7,40,1,1,24,5,8,11,,,147,,1,3,19,,55,,69,7,1,5,31,31,,,,,,,,,,,5
,,Medfield,"12,216",210,41,147,22,38,13,15,10,,,,,,2,2,,,,1,,1,,,13,2,35,1,,34,12,14,8,,,59,,,,9,,7,1,42,,1,2,18,18,,,,,,,,,,,4
,,Medway,"12,956",225,43,181,1,37,9,26,2,2,2,,,1,2,1,1,,,1,,1,,,24,,55,,,7,,6,1,,,94,,,1,30,,12,,51,1,,,1,1,,,,,,,,,,,
,,Melrose,"27,506",712,163,534,15,161,31,89,41,,,,,1,1,1,,,,,,,5,,83,5,155,2,,37,26,2,9,,,220,3,,12,39,,63,2,101,17,6,4,15,15,,,,,,,,,,,
,,Mendon,"5,913",174,40,83,51,35,3,21,11,,,,,,3,2,,,1,2,,2,1,,15,4,27,1,,2,1,,1,,,27,,,,6,,,,21,4,,2,47,47,,,,,,,,,,,4
,,Merrimac,"6,446",143,38,94,11,37,6,19,12,,,,,,1,1,,,,,,,,,19,,21,1,,12,5,,6,,1,37,,,1,9,,,,27,2,,2,9,9,,,,,,,,1,1,,1
,,Methuen,"48,051","1,723",282,"1,350",91,280,63,151,66,,,,,,2,1,,,1,,,,1,,142,23,273,,,161,66,66,26,,3,662,1,1,169,2,,175,19,295,70,14,4,90,69,21,,,,,,,,,,1
,,Middleboro,"23,448","1,123",241,826,56,230,65,137,28,,,,,3,6,2,1,,3,2,,2,4,,143,9,169,2,,57,38,9,9,,1,377,4,3,21,61,,57,2,229,22,7,36,50,50,,,,,,,,,,,6
,,Middleton,"9,130",154,17,133,4,17,14,,3,,,,,,,,,,,,,,1,,3,1,44,,,5,,5,,,,77,,,4,3,,,,70,2,,,4,4,,,,,,,,,,,
,,Milford,"28,346","1,254",299,883,72,271,56,169,46,1,1,,,2,16,8,6,,2,9,1,8,,1,95,9,206,9,,70,45,8,17,,,440,4,2,60,74,,46,,254,22,14,17,55,53,2,,,,,,2,2,2,,13
,,Millbury,"13,425",636,147,457,32,130,32,90,8,,,,,,13,6,3,,4,4,,4,1,,55,7,68,3,,48,28,14,6,,,256,1,,90,18,,23,,124,11,2,6,24,24,,,,,,,5,,,,3
,,Millville,"3,228",107,19,78,10,17,1,8,8,,,,,,,,,,,2,,2,,,15,1,20,,,10,2,5,2,,1,29,,,,3,,11,,15,1,,2,9,9,,,,,,,,,,,1
,,Monson,"8,641",395,93,273,29,88,17,55,16,,,,,,4,3,,,1,1,,1,2,,69,3,86,2,,22,9,5,8,,,76,,1,8,18,,,,49,7,,6,25,25,,,,,,,1,,,,3
,,Montague,"8,540",546,159,365,22,139,30,86,23,,,,,2,9,7,2,,,9,,9,2,,83,6,102,3,,27,16,3,8,,,130,,,10,28,,2,,90,7,1,4,21,21,,,,,,,1,,,,
,,Monterey,965,14,9,4,1,9,4,1,4,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,1
,,Nahant,"3,467",99,23,75,1,23,6,9,8,,,,,,,,,,,,,,1,,9,1,26,,,10,4,2,4,,,26,,,,3,,1,1,21,,,2,1,1,,,,,,,,,,,
,,Nantucket,"10,232",592,49,516,27,41,12,28,1,,,,,,4,2,,,2,4,1,3,,,37,1,134,,,45,20,14,6,1,4,288,,,3,60,,34,,191,10,1,,26,22,4,,,,,,,,,,1
,,Natick,"33,646","1,604",263,"1,304",37,252,52,149,51,,,,,2,9,4,,,5,,,,2,,85,34,249,2,,93,39,28,26,,,772,,13,91,172,,208,1,287,27,7,33,26,26,,,,,,,,,,,11
,,Needham,"29,342",462,38,410,14,38,2,27,9,,,,,,,,,,,,,,,,48,2,48,,,77,9,32,34,,2,220,1,,10,72,,62,8,67,8,,7,9,9,,,,,,,,3,1,2,2
,,New Bedford,"96,031","10,367","3,858","5,885",624,"3,692",705,"1,868","1,119",2,2,,,18,139,56,22,1,60,7,1,6,29,,945,89,"1,676",25,4,406,240,37,129,,,"2,044",16,19,213,216,4,443,177,956,314,273,80,488,487,1,,,,,,13,15,15,,108
,,Newburyport,"17,708",560,127,389,44,121,18,76,27,,,,,,2,1,1,,,4,,4,1,,35,14,67,3,,47,24,10,13,,,199,,3,19,41,,40,7,89,12,2,9,42,42,,,,,,,,,,,2
,,Newton,"86,710","1,650",285,"1,324",41,273,54,153,66,,,,,1,11,5,,,6,,,,2,,186,16,244,11,,111,64,46,1,,,699,1,1,65,201,,235,28,168,18,17,20,28,28,,,,,,,2,,,,11
,,Norfolk,"11,390",92,10,71,11,10,,10,,,,,,,,,,,,,,,1,,19,1,9,,,3,,3,,,,34,,,2,16,,5,2,9,3,1,,11,11,,,,,,,,,,,
,,North Adams,"13,753","1,573",495,"1,035",43,471,86,361,24,,,,,2,13,5,5,,3,9,,9,2,,186,17,316,2,1,57,37,3,17,,,404,1,6,87,66,,,,244,19,6,25,35,35,,,,,,,1,,,,7
,,Northampton,"28,755","2,097",566,"1,378",153,517,94,358,65,,,,,6,41,9,13,,19,2,,2,5,,138,39,295,4,,128,50,16,62,,,713,4,3,111,290,1,85,33,186,25,16,15,136,136,,,,,,,3,,,,14
,,North Attleboro,"29,001",545,58,485,2,57,,56,1,,,,,,1,,,,1,,,,,,26,6,7,13,,21,,21,,,,407,2,1,194,3,,82,,125,5,,,2,2,,,,,,,,,,,
,,Northborough,"14,329",292,50,214,28,49,15,34,,1,1,,,,,,,,,,,,,,36,,34,,,,,,,,,142,,,60,35,,13,1,33,2,,,18,18,,,,,,,1,9,9,,
,,Northbridge,"15,901",888,140,702,46,109,25,71,13,,,,,1,13,5,2,,6,17,,17,2,,112,7,151,3,1,41,24,4,13,,,364,2,3,72,31,,52,,204,15,2,4,35,35,,,,,,,5,1,1,,5
,,North Brookfield,"4,737",121,33,73,15,32,16,10,6,,,,,,1,,1,,,,,,,,28,1,16,1,,7,4,2,1,,,14,,,2,3,,,,9,4,,2,14,14,,,,,,,,,,,1
,,North Reading,"15,182",353,56,265,32,54,9,29,16,,,,,,2,1,1,,,,,,,,40,3,62,3,,39,23,6,10,,,101,2,2,20,14,,11,,52,6,5,6,32,32,,,,,,,,,,,
,,Norton,"19,222",224,9,215,0,8,7,1,,,,,,,1,1,,,,,,,,,70,,65,8,,12,,12,,,,55,,,1,4,,3,3,44,4,1,,,,,,,,,,,,,,
,,Norwell,"10,656",216,40,169,7,40,7,26,7,,,,,,,,,,,,,,,,27,5,34,,1,18,5,4,9,,,77,,,9,8,,2,,58,4,2,1,5,5,,,,,,,,,,,2
,,Norwood,"29,057","1,402",289,991,122,276,16,206,54,,,,,,11,5,,,6,2,,2,3,,83,18,304,10,1,124,51,51,22,,,395,,,78,132,,87,41,57,37,7,9,112,112,,1,,1,,,3,,,,6
,,Oak Bluffs,"4,631",326,90,215,21,88,12,68,8,,,,,1,,,,,,1,,1,,,23,3,47,,1,6,6,,,,,125,1,,19,5,,,,100,8,2,,17,17,,,,,,,1,,,,3
,,Oakham,"1,926",49,12,35,2,11,1,2,8,,,,,,,,,,,1,,1,,,11,,5,,,9,7,,1,,1,9,,,,2,,,,7,1,,,2,2,,,,,,,,,,,
,,Orleans,"5,939",352,55,274,23,54,17,32,5,,,,,,1,,1,,,,,,,,38,8,56,,,19,14,4,1,,,141,2,5,13,8,,,,113,2,,10,17,17,,,,,,,1,,,,5
,,Oxford,"13,880",642,138,477,27,128,32,69,27,1,1,,,1,8,4,,,4,,,,3,,44,7,104,,,116,99,10,7,,,176,,1,55,6,,5,2,107,11,11,5,18,18,,,,,,,3,1,1,,5
,,Palmer,"12,257",731,252,424,55,238,40,162,36,,,,,2,10,4,1,,5,2,,2,3,,116,10,98,1,1,29,12,7,10,,,135,,,10,13,,20,4,88,18,3,10,45,44,1,,,,,,,,,,10
,,Paxton,"4,864",86,18,63,5,17,2,13,2,,,,,,1,1,,,,,,,,,16,2,17,,,6,1,4,,,1,20,,,,1,,2,,17,1,,1,5,5,,,,,,,,,,,
,,Peabody,"52,113","2,604",491,"2,025",88,467,99,285,83,,,,,,21,11,1,,9,3,,3,3,,156,26,594,3,,206,88,43,75,,,929,4,2,186,28,,143,1,565,56,12,40,71,70,1,4,,4,,,2,1,,1,10
,,Pepperell,"11,719",539,149,381,9,142,14,82,46,,,,,,2,1,1,,,5,,5,,,50,4,135,,,39,23,8,8,,,137,,,5,23,,60,1,48,7,3,6,8,8,,1,,1,,,,,,,
,,Pittsfield,"44,868","3,008",981,"1,909",118,896,119,675,102,,,,,2,61,35,8,,18,22,5,17,5,,378,59,437,11,,115,73,9,33,,,781,19,18,132,121,,115,3,373,45,38,40,73,73,,1,,1,,,7,,,,37
,,Plainville,"8,396",281,44,227,10,41,6,29,6,,,,,,2,2,,,,1,,1,,,26,6,41,2,,16,1,15,,,,125,,,32,21,,25,4,43,4,3,4,10,10,,,,,,,,,,,
,,Plympton,"2,862",154,23,127,4,21,2,10,9,,,,,,2,,1,,1,,,,2,,34,3,31,1,,6,4,1,1,,,48,,,,5,,15,,28,1,,1,3,3,,,,,,,,1,1,,
,,Princeton,"3,454",101,14,87,0,14,1,6,7,,,,,,,,,,,,,,,,28,,36,,,2,1,,1,,,20,,,,5,,6,,9,1,,,,,,,,,,,,,,,
,,Provincetown,"2,966",286,101,176,9,93,27,58,8,,,,,3,3,1,2,,,2,,2,,,13,2,34,1,,18,14,2,2,,,106,2,2,13,28,,2,,59,,,2,7,7,,,,,,,,,,,2
,,Quincy,"93,736","3,482",857,"2,391",234,795,288,371,136,3,,3,,7,51,32,,,19,1,,1,13,,499,67,297,5,,233,79,66,80,,8,"1,073",29,,105,134,,284,33,488,119,84,1,201,201,,2,,2,,,3,1,1,,27
,,Randolph,"32,624","1,379",375,874,130,356,98,201,57,1,1,,,2,15,8,1,,6,1,,1,4,,152,21,232,,1,41,9,28,1,,3,380,,1,69,25,,70,11,204,25,18,,117,84,33,,,,,,,,,,13
,,Raynham,"13,518",639,95,510,34,93,13,70,10,,,,,,2,2,,,,,,,,,48,32,48,,1,41,29,7,5,,,316,5,,72,4,,29,1,205,19,5,,30,30,,,,,,,1,,,,3
,,Reading,"25,223",416,42,361,13,41,4,23,14,,,,,1,,,,,,,,,,,44,3,87,1,,71,28,36,,,7,140,,1,18,63,2,33,4,19,9,6,,11,8,3,,,,,,1,,,,1
,,Rehoboth,"11,724",475,80,375,20,77,13,45,19,,,,,,1,1,,,,2,,2,1,1,46,3,133,1,1,23,12,3,8,,,157,,,5,19,,36,,97,5,,4,15,15,,,,,,,1,,,,4
,,Revere,"52,926","3,150",794,"2,228",128,745,187,363,195,1,1,,,13,25,12,8,,5,10,,10,2,,207,28,639,7,,191,64,64,63,,,887,10,21,164,98,,144,20,430,174,73,20,90,85,5,,,,,,3,3,1,2,32
,,Rochester,"5,308",167,38,121,8,38,5,22,11,,,,,,,,,,,,,,,,23,1,37,,,10,7,1,2,,,43,,1,2,13,,5,,22,2,1,4,5,5,,,,,,,1,,,,2
,,Rockport,"7,068",57,26,26,5,23,3,17,3,,,,,,,,,,,3,,3,,,2,1,6,,,2,2,,,,,13,1,,,6,,,,6,1,,1,4,4,,,,,,,,,,,1
,,Rowley,"5,955",61,26,27,8,26,4,17,5,,,,,,,,,,,,,,,,7,1,7,,1,1,1,,,,,9,,,2,1,,,,6,1,,,2,2,,,,,,,1,,,,5
,,Rutland,"8,073",255,80,148,27,66,13,37,16,,,,,,6,6,,,,8,,8,,,33,4,52,3,1,21,8,7,6,,,29,,,,1,,1,,27,2,,3,20,20,,,,,,,4,1,1,,2
,,Salisbury,"8,422",668,222,396,50,210,30,111,69,,,,,,8,5,3,,,4,,4,,,48,5,96,6,,41,30,7,4,,,181,2,2,16,34,,27,,100,12,1,6,39,38,1,,,,,,1,4,3,1,6
,,Sandwich,"20,848",754,163,537,54,151,31,85,35,,,,,,8,5,2,,1,4,1,3,1,,116,9,146,3,,32,24,,8,,,208,1,,15,56,,39,,97,8,3,11,47,47,,,,,,,1,,,,6
,,Saugus,"27,075","1,752",210,"1,473",69,197,58,110,29,2,2,,,1,7,5,,,2,3,,3,1,,114,22,314,4,2,197,82,53,62,,,735,6,2,214,36,,106,1,370,41,25,18,54,54,,,,,,,3,3,2,1,9
,,Scituate,"18,395",560,109,416,35,106,20,52,34,,,,,,2,2,,,,1,,1,6,,34,5,137,,1,38,15,7,16,,,182,2,2,18,42,,44,,74,5,1,7,26,25,1,,,,,,3,,,,6
,,Seekonk,"13,862",763,102,629,32,90,24,42,24,,,,,,5,4,1,,,7,1,6,3,,54,13,126,1,1,47,18,20,9,,,343,1,2,67,18,,9,1,245,21,6,14,21,21,,,,,,,3,2,2,,6
,,Sharon,"17,892",217,17,182,18,16,13,2,1,,,,,,1,,,1,,,,,,,43,1,57,,,5,,4,,,1,70,,,1,2,,19,3,45,3,2,1,18,12,6,,,,,,,,,,
,,Shelburne,"1,915",33,8,25,0,8,1,5,2,,,,,,,,,,,,,,,,6,,5,,,2,2,,,,,11,,,1,4,,,,6,,,1,,,,,,,,,,,,,
,,Sherborn,"4,199",86,19,61,6,19,2,15,2,,,,,,,,,,,,,,,,9,1,22,,,6,4,,2,,,21,,,,3,,3,,15,1,,1,6,6,,,,,,,,,,,
,,Shirley,"7,337",138,50,75,13,44,15,26,3,,,,,2,3,3,,,,1,,1,1,,23,1,24,1,,4,1,1,2,,,18,,,,3,,3,,12,1,,2,10,10,,,,,,,,,,,3
,,Shrewsbury,"36,048",436,88,337,11,87,3,84,,1,1,,,,,,,,,,,,1,,75,1,52,1,,6,1,5,,,,186,1,,36,24,,24,,101,13,2,,11,10,1,,,,,,,,,,
,,Somerset,"18,349",828,234,550,44,226,28,131,67,,,,,,3,1,,,2,5,,5,2,,69,12,121,7,,62,35,5,22,,,249,1,,22,63,,41,,122,14,6,8,31,31,,,,,,,4,,,,9
,,Somerville,"77,200","3,101",565,"2,383",153,486,167,243,76,,,,,6,61,23,2,,36,12,1,11,3,,349,17,397,2,,128,127,1,,,,"1,270",18,,54,68,,470,1,659,133,84,,90,90,,1,,1,,,3,9,9,,50
,,Southampton,"5,832",172,24,134,14,22,2,17,3,,,,,,1,1,,,,1,,1,,,16,5,41,1,,4,2,1,,,1,62,1,,16,9,,13,,23,2,,3,11,11,,,,,,,1,,,,2
,,Southborough,"9,887",100,7,92,1,6,3,,3,,,,,,,,,,,1,,1,,,32,,9,,,13,,7,1,,5,37,,,,13,,10,,14,,,1,,,,,,,,,,,,,1
,,Southbridge,"16,924","1,068",272,733,63,239,51,157,31,,,,,3,12,2,2,,8,18,2,16,5,,181,18,212,2,,40,17,4,19,,,241,3,3,18,46,,,,171,12,13,9,50,50,,,,,,,1,,,,12
,,South Hadley,"17,642",915,221,649,45,197,30,113,54,1,1,,,1,12,10,1,,1,10,4,6,2,,91,12,163,3,,54,23,11,20,,,303,,1,38,29,,80,,155,11,2,8,38,38,,,,,,,2,,,,5
,,Southwick,"9,594",451,119,319,13,118,14,78,26,,,,,,1,1,,,,,,,,,56,4,134,2,1,23,12,3,8,,,88,1,1,4,7,,1,,74,9,,2,10,10,,,,,,,1,,,,2
,,Spencer,"11,832",478,100,340,38,93,19,67,7,1,1,,,,5,3,,,2,1,,1,2,,49,1,80,1,,32,4,24,2,,2,169,,2,16,31,2,13,2,103,6,,,36,25,11,,,,,,1,,,,1
,,Springfield,"154,518","20,350","6,996","12,392",962,"6,691","1,040","3,785","1,866",11,11,,,82,200,39,69,,92,12,,12,68,2,"2,346",151,"2,617",28,6,772,273,37,462,,,"4,978",19,21,204,438,,"1,017",28,"3,251",779,545,100,582,581,1,1,,1,,,10,91,90,1,278
,,Sterling,"7,904",233,56,168,9,53,14,25,14,,,,,,2,,,,2,1,,1,1,,31,4,55,,,13,4,3,6,,,60,,1,1,16,,10,,32,2,,2,7,7,,,,,,,1,,,,1
,,Stockbridge,"1,953",88,13,73,2,12,5,2,5,,,,,,1,1,,,,,,,,,23,,13,,,4,3,,1,,,30,,,1,8,,,,21,2,,1,1,1,,,,,,,,,,,1
